TimeStamp,CpuUsage,CpuTemp,IrTemp,CpuPkgPower,CpuPL1,ThermalThrottling
2023-08-24_15-57-55-841,100,96,37,84.37636907,55,1
2023-08-24_15-57-56-870,100,98,37,87.91451344,55,1
2023-08-24_15-57-57-904,100,98,37,84.76906309,55,1
2023-08-24_15-57-58-935,100,98,37,95.03881333,55,1
2023-08-24_15-57-59-968,100,98,37,87.19583513,55,1
2023-08-24_15-58-01-002,100,98,37,89.23404978,55,1
2023-08-24_15-58-02-033,100,96,37,81.84955715,55,1
2023-08-24_15-58-03-065,100,96,37,89.35500808,55,1
2023-08-24_15-58-04-094,100,98,37,89.87720179,55,1
2023-08-24_15-58-05-126,100,98,37,97.17426106,55,1
2023-08-24_15-58-06-158,100,96,37,84.42035746,55,1
2023-08-24_15-58-07-188,100,95,37,89.97916011,55,1
2023-08-24_15-58-08-220,100,96,37,81.5515524,55,1
2023-08-24_15-58-09-253,100,96,37,87.11900136,55,1
2023-08-24_15-58-10-285,100,96,37,87.11900136,55,1
2023-08-24_15-58-11-316,100,98,37,89.56759558,55,1
2023-08-24_15-58-12-347,100,98,37,87.07536538,55,1
2023-08-24_15-58-13-379,100,96,37,86.17688988,55,1
2023-08-24_15-58-14-412,100,96,37,90.69051451,55,1
2023-08-24_15-58-15-444,100,98,37,87.63497678,55,1
2023-08-24_15-58-16-476,100,96,37,85.98479985,55,1
2023-08-24_15-58-17-507,100,98,37,85.57960231,55,1
2023-08-24_15-58-18-538,100,96,37,91.4444213,55,1
2023-08-24_15-58-19-570,100,96,37,89.07112871,55,1
2023-08-24_15-58-20-601,100,96,37,82.09714001,55,1
2023-08-24_15-58-21-631,100,96,37,87.17203014,55,1
2023-08-24_15-58-22-660,100,98,37,92.36024774,55,1
2023-08-24_15-58-23-693,100,96,37,85.86961342,55,1
2023-08-24_15-58-24-729,100,96,37,92.25180765,55,1
2023-08-24_15-58-25-761,100,96,37,90.83862586,55,1
2023-08-24_15-58-26-794,100,96,37,90.83862586,55,1
2023-08-24_15-58-27-828,100,96,37,88.46949668,55,1
2023-08-24_15-58-28-859,100,96,38,83.21095979,55,1
2023-08-24_15-58-29-889,100,98,38,86.42285842,55,1
2023-08-24_15-58-30-924,100,96,38,90.94644274,55,1
2023-08-24_15-58-31-955,100,98,38,82.11540913,55,1
2023-08-24_15-58-32-987,100,98,38,91.35868085,55,1
2023-08-24_15-58-34-019,100,96,38,87.49057041,55,1
2023-08-24_15-58-35-052,100,96,38,85.09774313,55,1
2023-08-24_15-58-36-084,100,96,38,86.69438263,55,1
2023-08-24_15-58-37-116,100,96,38,82.58912542,55,1
2023-08-24_15-58-38-149,100,96,38,89.95642346,55,1
2023-08-24_15-58-39-181,100,98,38,93.50950713,55,1
2023-08-24_15-58-40-209,100,94,38,89.48991374,55,1
2023-08-24_15-58-41-240,100,96,38,79.88301536,55,1
2023-08-24_15-58-42-272,100,96,38,92.32336913,55,1
2023-08-24_15-58-43-304,100,96,38,92.1865282,55,1
2023-08-24_15-58-44-335,100,98,38,95.11249147,55,1
2023-08-24_15-58-45-368,100,98,38,95.11249147,55,1
2023-08-24_15-58-46-398,100,98,38,82.43109185,55,1
2023-08-24_15-58-47-430,99.93692,96,38,89.62374535,55,1
2023-08-24_15-58-48-463,100,96,38,90.61331809,55,1
2023-08-24_15-58-49-496,100,96,38,90.3737774,55,1
2023-08-24_15-58-50-577,94.52585,96,38,84.48631839,55,1
2023-08-24_15-58-51-619,4.77703,94,38,73.91760168,55,1
2023-08-24_15-58-52-635,3.514374,53,38,14.52059394,55,1
2023-08-24_15-58-53-650,3.294516,51,38,14.61079777,55,0
2023-08-24_15-58-54-669,3.672194,51,38,13.53705126,55,0
2023-08-24_15-58-55-690,2.075222,51,38,13.05604529,55,0
2023-08-24_15-58-56-708,2.942896,49,38,14.85211784,55,0
2023-08-24_15-58-57-728,3.028341,49,38,13.97647594,55,0
2023-08-24_15-58-58-749,3.294295,49,38,14.25046281,55,0
2023-08-24_15-58-59-764,2.30498,48,38,14.88788743,55,0
2023-08-24_15-59-00-782,2.335492,48,38,23.18484878,55,0
2023-08-24_15-59-01-799,3.908457,48,38,23.18484878,55,0
2023-08-24_15-59-02-814,3.267466,48,38,14.67492838,55,0
2023-08-24_15-59-03-830,3.133342,47,38,13.22394876,55,0
2023-08-24_15-59-04-847,3.242473,47,38,13.95022094,55,0
2023-08-24_15-59-05-870,3.219705,46,38,15.28360781,55,0
2023-08-24_15-59-06-887,2.130569,45,38,13.7629725,55,0
2023-08-24_15-59-07-911,3.826294,46,38,12.83069432,55,0
2023-08-24_15-59-08-933,2.832402,45,38,13.89299945,55,0
2023-08-24_15-59-09-953,3.744306,45,37,11.27512981,55,0
2023-08-24_15-59-10-971,2.192479,45,37,11.94462349,55,0
2023-08-24_15-59-11-988,3.23081,46,37,17.36940015,55,0
2023-08-24_15-59-13-006,4.14939,45,37,13.09627902,55,0
2023-08-24_15-59-14-025,2.972473,43,37,13.30712811,55,0
2023-08-24_15-59-15-047,2.931602,43,37,16.52393372,55,0
2023-08-24_15-59-16-068,3.01719,43,37,16.52393372,55,0
2023-08-24_15-59-17-087,3.522404,42,37,12.91066276,55,0
2023-08-24_15-59-18-104,3.489464,43,37,12.794322,55,0
2023-08-24_15-59-19-123,3.137803,43,37,16.25818542,55,0
2023-08-24_15-59-20-144,2.453839,42,37,15.41600464,55,0
2023-08-24_15-59-21-162,2.820645,42,37,13.5402066,55,0
2023-08-24_15-59-22-180,2.721121,43,37,19.11908033,55,0
2023-08-24_15-59-23-196,4.0351,43,37,12.61807212,55,0
2023-08-24_15-59-24-212,3.464756,41,37,13.0825957,55,0
2023-08-24_15-59-25-234,4.712118,44,37,12.3592492,55,0
2023-08-24_15-59-26-249,2.335105,42,37,13.42484345,55,0
2023-08-24_15-59-27-269,3.779855,41,37,12.52610474,55,0
2023-08-24_15-59-28-291,3.065926,43,37,13.2149565,55,0
2023-08-24_15-59-29-310,3.749048,41,37,12.04375115,55,0
2023-08-24_15-59-30-328,4.041673,41,37,12.04375115,55,0
2023-08-24_15-59-31-345,3.760911,41,37,13.03925884,55,0
2023-08-24_15-59-32-365,2.536769,45,37,15.83400783,55,0
2023-08-24_15-59-33-383,3.764065,41,36,15.68916063,55,0
2023-08-24_15-59-34-403,3.410007,41,36,14.19753387,55,0
2023-08-24_15-59-35-422,3.669697,45,36,13.11398056,55,0
2023-08-24_15-59-36-439,2.497794,43,36,13.89613402,55,0
2023-08-24_15-59-37-454,2.82603,43,36,15.46538419,55,0
2023-08-24_15-59-38-474,3.74298,41,36,13.04257847,55,0
2023-08-24_15-59-39-490,3.045039,41,36,13.2222522,55,0
2023-08-24_15-59-40-507,3.154047,41,36,18.25036848,55,0
2023-08-24_15-59-41-526,3.151463,40,36,12.73034684,55,0
2023-08-24_15-59-42-549,2.641411,42,36,20.86969553,55,0
2023-08-24_15-59-43-568,4.160967,42,36,12.57412634,55,0
2023-08-24_15-59-44-588,2.464838,42,36,12.57412634,55,0
2023-08-24_15-59-45-605,3.943936,42,36,13.83000938,55,0
2023-08-24_15-59-46-626,3.173721,43,36,14.24982859,55,0
2023-08-24_15-59-47-644,3.239238,39,36,12.08838657,55,0
2023-08-24_15-59-48-660,4.61194,42,36,13.59443316,55,0
2023-08-24_15-59-49-679,3.180751,39,36,12.9219225,55,0
2023-08-24_15-59-50-699,3.228892,39,36,13.26811046,55,0
2023-08-24_15-59-51-721,7.159565,40,36,13.61386821,55,0
2023-08-24_15-59-52-740,6.626449,38,36,19.92803874,55,0
2023-08-24_15-59-53-758,3.727169,40,36,14.11039256,55,0
2023-08-24_15-59-54-780,2.907859,45,35,15.39533841,55,0
2023-08-24_15-59-55-801,3.261599,38,35,12.79609476,55,0
2023-08-24_15-59-56-819,2.836657,38,35,12.18927147,55,0
2023-08-24_15-59-57-838,3.181083,38,35,12.18927147,55,0
2023-08-24_15-59-58-855,4.093901,37,35,13.16141851,55,0
2023-08-24_15-59-59-873,2.739112,37,35,12.49134769,55,0
2023-08-24_16-00-00-893,5.992152,37,35,14.03184914,55,0
2023-08-24_16-00-01-914,2.996692,40,35,15.11290529,55,0
2023-08-24_16-00-02-932,3.08857,37,35,12.44134177,55,0
2023-08-24_16-00-03-947,3.62501,51,35,18.31441941,55,0
2023-08-24_16-00-04-967,2.550822,42,35,14.06751615,55,0
2023-08-24_16-00-05-987,1.947957,37,35,14.83690729,55,0
2023-08-24_16-00-07-005,5.338055,40,35,24.95148038,55,0
2023-08-24_16-00-08-022,4.105518,46,35,21.87989484,55,0
2023-08-24_16-00-09-043,2.902421,40,35,14.85253682,55,0
2023-08-24_16-00-10-059,3.363556,40,35,17.50707103,55,0
2023-08-24_16-00-11-078,3.427831,40,35,15.32664682,55,0
2023-08-24_16-00-12-094,1.942392,40,35,16.01005057,55,0
2023-08-24_16-00-13-110,4.45056,40,35,16.01005057,55,0
2023-08-24_16-00-14-126,4.911345,40,35,19.52104201,55,0
2023-08-24_16-00-15-147,3.192788,37,35,13.58560824,55,0
2023-08-24_16-00-16-166,3.842095,37,34,13.2092679,55,0
2023-08-24_16-00-17-182,3.793917,39,34,17.86141371,55,0
2023-08-24_16-00-18-198,3.268238,38,34,14.94482515,55,0
2023-08-24_16-00-19-215,3.836929,39,34,18.37873977,55,0
2023-08-24_16-00-20-233,2.482875,36,34,14.24340785,55,0
2023-08-24_16-00-21-252,2.025411,37,34,13.84387691,55,0
2023-08-24_16-00-22-269,2.852254,39,34,14.47567017,55,0
2023-08-24_16-00-23-284,3.847531,37,34,17.64698545,55,0
2023-08-24_16-00-24-304,3.909267,39,34,15.6520274,55,0
2023-08-24_16-00-25-321,2.164217,37,34,15.28901957,55,0
2023-08-24_16-00-26-338,3.274497,37,34,13.70320819,55,0
2023-08-24_16-00-27-359,2.959177,37,34,13.70320819,55,0
2023-08-24_16-00-28-376,3.292735,37,34,13.24922677,55,0
2023-08-24_16-00-29-395,2.923517,37,34,19.05812846,55,0
2023-08-24_16-00-30-412,4.123543,37,34,13.57410692,55,0
2023-08-24_16-00-31-428,4.030017,37,34,11.84260546,55,0
2023-08-24_16-00-32-450,3.258942,40,34,12.99517815,55,0
2023-08-24_16-00-33-472,3.697526,37,34,13.27878694,55,0
2023-08-24_16-00-34-491,2.923765,61,34,18.46234947,55,0
2023-08-24_16-00-35-507,2.902333,37,34,12.54028696,55,0
2023-08-24_16-00-36-529,3.23535,41,34,13.71876311,55,0
2023-08-24_16-00-37-549,4.211548,36,34,12.25602246,55,0
2023-08-24_16-00-38-566,3.267659,37,34,11.72633099,55,0
2023-08-24_16-00-39-583,3.803482,37,34,13.41290265,55,0
2023-08-24_16-00-40-600,4.740955,43,34,20.07684585,55,0
2023-08-24_16-00-41-616,4.697022,43,34,20.07684585,55,0
2023-08-24_16-00-42-635,3.745586,44,34,15.80463282,55,0
2023-08-24_16-00-43-660,3.513727,39,34,13.33601211,55,0
2023-08-24_16-00-44-675,3.973381,36,34,20.0952923,55,0
2023-08-24_16-00-45-692,3.03251,36,34,14.57656207,55,0
2023-08-24_16-00-46-712,3.08962,37,34,17.72662213,55,0
2023-08-24_16-00-47-731,2.471086,37,33,13.12202057,55,0
2023-08-24_16-00-48-749,4.417652,37,33,13.10518449,55,0
2023-08-24_16-00-49-765,3.507252,36,33,12.95515213,55,0
2023-08-24_16-00-50-782,3.088989,36,33,15.20326786,55,0
2023-08-24_16-00-51-800,4.901091,38,33,15.56774755,55,0
2023-08-24_16-00-52-818,1.917704,36,33,12.77154219,55,0
2023-08-24_16-00-53-837,5.085101,37,33,16.86497988,55,0
2023-08-24_16-00-54-855,3.62919,37,33,17.56058614,55,0
2023-08-24_16-00-55-875,3.241574,37,33,17.56058614,55,0
2023-08-24_16-00-56-891,3.158356,36,33,15.18092474,55,0
2023-08-24_16-00-57-907,3.058884,37,33,18.41500678,55,0
2023-08-24_16-00-58-924,3.771838,36,33,15.58329661,55,0
2023-08-24_16-00-59-940,5.438208,37,33,16.32426085,55,0
2023-08-24_16-01-00-959,3.451325,41,33,16.25088437,55,0
2023-08-24_16-01-01-977,3.325523,36,33,14.28244962,55,0
2023-08-24_16-01-02-995,2.90598,36,33,12.53914334,55,0
2023-08-24_16-01-04-017,2.339381,37,33,16.86842354,55,0
2023-08-24_16-01-05-034,3.841343,44,33,19.92410894,55,0
2023-08-24_16-01-06-055,2.867445,36,33,17.39013507,55,0
2023-08-24_16-01-07-070,2.716401,36,33,12.38761042,55,0
2023-08-24_16-01-08-089,3.762047,36,33,12.82259414,55,0
2023-08-24_16-01-09-111,2.128337,37,33,14.46837469,55,0
2023-08-24_16-01-10-131,3.40098,37,33,14.46837469,55,0
2023-08-24_16-01-11-150,4.951182,36,33,16.64415587,55,0
2023-08-24_16-01-12-167,3.481503,36,33,17.35265047,55,0
2023-08-24_16-01-13-185,3.218708,36,33,13.20097291,55,0
2023-08-24_16-01-14-204,3.285164,36,33,14.9628924,55,0
2023-08-24_16-01-15-224,2.58863,36,33,20.37609134,55,0
2023-08-24_16-01-16-246,3.098919,39,33,14.29504554,55,0
2023-08-24_16-01-17-268,2.803534,36,33,16.41209886,55,0
2023-08-24_16-01-18-288,3.152261,36,33,18.78386808,55,0
2023-08-24_16-01-19-311,2.163804,39,33,14.21279639,55,0
2023-08-24_16-01-20-327,4.075521,37,33,12.91584907,55,0
2023-08-24_16-01-21-347,3.254577,36,32,14.97961776,55,0
2023-08-24_16-01-22-369,2.610697,36,32,12.21953366,55,0
2023-08-24_16-01-23-385,3.481369,37,32,13.16014578,55,0
2023-08-24_16-01-24-402,3.216568,37,32,13.16014578,55,0
2023-08-24_16-01-25-419,3.780456,35,32,13.67026306,55,0
2023-08-24_16-01-26-438,2.948878,36,32,21.0609918,55,0
2023-08-24_16-01-27-456,2.741042,36,32,14.07244108,55,0
2023-08-24_16-01-28-475,3.112518,38,32,14.16528294,55,0
2023-08-24_16-01-29-494,2.464929,36,32,18.71871723,55,0
2023-08-24_16-01-30-512,3.325409,37,32,16.33849076,55,0
2023-08-24_16-01-31-530,2.219072,36,32,14.35550853,55,0
2023-08-24_16-01-32-547,2.713308,36,32,15.93912783,55,0
2023-08-24_16-01-33-563,3.908152,36,32,14.41210162,55,0
2023-08-24_16-01-34-578,1.924769,36,32,14.27808942,55,0
2023-08-24_16-01-35-599,4.531151,39,32,18.64450273,55,0
2023-08-24_16-01-36-620,4.65785,36,32,16.03222369,55,0
2023-08-24_16-01-37-637,3.814687,43,32,18.67131007,55,0
2023-08-24_16-01-38-655,3.355612,43,32,18.67131007,55,0
2023-08-24_16-01-39-676,3.196306,36,32,13.51270822,55,0
2023-08-24_16-01-40-691,3.103489,36,32,13.7957394,55,0
2023-08-24_16-01-41-708,3.337243,36,32,12.20181462,55,0
2023-08-24_16-01-42-729,3.054368,36,32,15.02815187,55,0
2023-08-24_16-01-43-745,3.384896,36,32,15.77666902,55,0
2023-08-24_16-01-44-762,4.162097,38,32,13.50543026,55,0
2023-08-24_16-01-45-785,3.286934,36,32,17.85887888,55,0
2023-08-24_16-01-46-802,3.527057,37,32,15.54049239,55,0
2023-08-24_16-01-47-823,2.719982,41,32,12.98769114,55,0
2023-08-24_16-01-48-845,2.945228,38,32,15.20824832,55,0
2023-08-24_16-01-49-858,3.833932,37,32,17.43164081,55,0
2023-08-24_16-01-50-874,2.711581,36,32,14.24109417,55,0
2023-08-24_16-01-51-893,7.441538,37,32,14.46004426,55,0
2023-08-24_16-01-52-910,4.653036,37,32,14.46004426,55,0
2023-08-24_16-01-53-929,3.398423,43,32,14.57726644,55,0
2023-08-24_16-01-54-947,3.664523,35,32,14.89401331,55,0
2023-08-24_16-01-55-964,3.585524,36,32,14.41094401,55,0
2023-08-24_16-01-56-984,2.677824,37,32,18.73179511,55,0
2023-08-24_16-01-58-005,3.057673,36,32,12.52370044,55,0
2023-08-24_16-01-59-024,3.264926,36,32,13.42198648,55,0
2023-08-24_16-02-00-043,3.417003,35,32,13.91572617,55,0
2023-08-24_16-02-01-057,3.240638,37,32,16.18467921,55,0
2023-08-24_16-02-02-074,5.066091,35,32,15.47542893,55,0
2023-08-24_16-02-03-092,3.75465,36,32,14.40336171,55,0
2023-08-24_16-02-04-109,2.486172,37,32,15.91728985,55,0
2023-08-24_16-02-05-126,5.546978,36,32,14.61465342,55,0
2023-08-24_16-02-06-145,3.642364,37,32,21.76976305,55,0
2023-08-24_16-02-07-162,3.331521,37,32,21.76976305,55,0
2023-08-24_16-02-08-180,3.40875,35,32,16.01629181,55,0
2023-08-24_16-02-09-196,3.765061,36,32,12.9109119,55,0
2023-08-24_16-02-10-211,2.966889,36,32,14.02720729,55,0
2023-08-24_16-02-11-229,3.432894,36,32,13.37392677,55,0
2023-08-24_16-02-12-246,3.780893,43,32,15.79200689,55,0
2023-08-24_16-02-13-265,2.735281,36,32,14.36680926,55,0
2023-08-24_16-02-14-284,3.497471,36,32,12.44950241,55,0
2023-08-24_16-02-15-303,1.732615,35,32,17.69434292,55,0
2023-08-24_16-02-16-319,4.250044,37,32,14.72054678,55,0
2023-08-24_16-02-17-338,3.258337,37,32,19.09536434,55,0
2023-08-24_16-02-18-354,4.177216,35,32,20.12556087,55,0
2023-08-24_16-02-19-376,3.168269,40,32,13.72316299,55,0
2023-08-24_16-02-20-394,2.822792,36,32,13.06131105,55,0
2023-08-24_16-02-21-412,3.412726,36,31,13.06131105,55,0
2023-08-24_16-02-22-443,3.792627,35,31,13.55729759,55,0
2023-08-24_16-02-23-461,2.399044,35,31,14.92774571,55,0
2023-08-24_16-02-24-477,2.933972,37,31,20.46008085,55,0
2023-08-24_16-02-25-494,3.728145,35,31,12.47616888,55,0
2023-08-24_16-02-26-511,4.123072,35,31,14.73546292,55,0
2023-08-24_16-02-27-525,3.395606,36,31,19.9293115,55,0
2023-08-24_16-02-28-546,2.536865,35,31,15.61137862,55,0
2023-08-24_16-02-29-565,2.993202,35,31,15.94482843,55,0
2023-08-24_16-02-30-585,2.408009,36,31,12.89323517,55,0
2023-08-24_16-02-31-601,3.684527,36,31,13.15915556,55,0
2023-08-24_16-02-32-622,3.348965,35,31,13.91582755,55,0
2023-08-24_16-02-33-639,3.000564,35,31,12.51822712,55,0
2023-08-24_16-02-34-658,1.778904,35,31,14.47329973,55,0
2023-08-24_16-02-35-674,3.576021,35,31,14.47329973,55,0
2023-08-24_16-02-36-693,2.787048,37,31,16.88973014,55,0
2023-08-24_16-02-37-708,3.80248,35,31,19.59706799,55,0
2023-08-24_16-02-38-727,3.795768,40,31,13.50175406,55,0
2023-08-24_16-02-39-743,3.441891,35,31,12.50742898,55,0
2023-08-24_16-02-40-764,2.872012,36,31,13.82970394,55,0
2023-08-24_16-02-41-778,2.681223,37,31,15.05163771,55,0
2023-08-24_16-02-42-795,2.880639,36,31,14.19399327,55,0
2023-08-24_16-02-43-811,3.792223,35,31,13.35682872,55,0
2023-08-24_16-02-44-827,3.324218,37,31,14.05991063,55,0
2023-08-24_16-02-45-840,3.285841,36,31,11.86228725,55,0
2023-08-24_16-02-46-860,3.143123,35,31,16.12498553,55,0
2023-08-24_16-02-47-879,4.000595,56,31,19.73689835,55,0
2023-08-24_16-02-48-905,2.951554,36,31,12.46213268,55,0
2023-08-24_16-02-49-925,3.310722,36,31,12.46213268,55,0
2023-08-24_16-02-50-944,2.700461,35,31,12.98494229,55,0
2023-08-24_16-02-51-964,4.26619,35,31,13.21194512,55,0
2023-08-24_16-02-52-985,4.387306,35,31,14.79968938,55,0
2023-08-24_16-02-54-007,3.269907,35,31,12.43701237,55,0
2023-08-24_16-02-55-026,2.645568,35,31,15.51628678,55,0
2023-08-24_16-02-56-046,4.617217,35,31,18.51206485,55,0
2023-08-24_16-02-57-063,3.664138,35,31,15.41253669,55,0
2023-08-24_16-02-58-080,4.175685,37,31,20.01615557,55,0
2023-08-24_16-02-59-097,3.135676,36,31,14.01154505,55,0
2023-08-24_16-03-00-112,3.974781,35,31,13.55178453,55,0
2023-08-24_16-03-01-134,3.356186,35,31,12.52729182,55,0
2023-08-24_16-03-02-154,2.436595,36,31,13.87814336,55,0
2023-08-24_16-03-03-171,2.857621,36,31,15.06916755,55,0
2023-08-24_16-03-04-191,4.892275,36,31,15.06916755,55,0
2023-08-24_16-03-05-212,3.0863,35,31,17.72962273,55,0
2023-08-24_16-03-06-229,2.999358,35,31,13.30221556,55,0
2023-08-24_16-03-07-244,2.893873,35,31,13.76197996,55,0
2023-08-24_16-03-08-261,3.041127,36,31,17.09727061,55,0
2023-08-24_16-03-09-281,2.887501,36,31,15.55236894,55,0
2023-08-24_16-03-10-298,3.680102,35,31,13.96068901,55,0
2023-08-24_16-03-11-314,2.930298,35,31,13.29187731,55,0
2023-08-24_16-03-12-334,2.783429,35,31,13.00347242,55,0
2023-08-24_16-03-13-351,2.942479,35,31,13.91035044,55,0
2023-08-24_16-03-14-369,2.999177,35,31,12.78281792,55,0
2023-08-24_16-03-15-389,3.808493,36,31,14.53189222,55,0
2023-08-24_16-03-16-408,3.470598,36,31,13.96647557,55,0
2023-08-24_16-03-17-429,2.232514,36,31,14.86728806,55,0
2023-08-24_16-03-18-446,4.491982,35,31,14.86728806,55,0
2023-08-24_16-03-19-461,3.136241,53,31,21.86468875,55,0
2023-08-24_16-03-20-472,4.182394,34,31,15.42105789,55,0
2023-08-24_16-03-21-488,1.804727,35,31,13.91647,55,0
2023-08-24_16-03-22-508,4.26803,35,31,14.52679512,55,0
2023-08-24_16-03-23-525,4.128344,35,31,13.7618073,55,0
2023-08-24_16-03-24-542,2.90718,35,31,12.99173014,55,0
2023-08-24_16-03-25-559,2.800086,35,31,14.50984079,55,0
2023-08-24_16-03-26-574,3.657292,35,31,14.42018208,55,0
2023-08-24_16-03-27-594,2.81833,37,31,14.14793425,55,0
2023-08-24_16-03-28-615,3.137037,35,31,20.13869159,55,0
2023-08-24_16-03-29-634,3.013108,35,31,13.73981606,55,0
2023-08-24_16-03-30-650,3.555032,36,31,15.23427905,55,0
2023-08-24_16-03-31-667,2.290306,36,31,15.23427905,55,0
2023-08-24_16-03-32-689,3.836812,36,31,19.43768338,55,0
2023-08-24_16-03-33-708,2.931179,35,31,16.04061357,55,0
2023-08-24_16-03-34-724,3.674511,34,31,15.77917745,55,0
2023-08-24_16-03-35-745,2.466781,35,31,13.88094966,55,0
2023-08-24_16-03-36-764,3.305747,35,31,13.52414344,55,0
2023-08-24_16-03-37-782,3.668997,33,31,13.04833233,55,0
2023-08-24_16-03-38-800,3.702471,39,31,16.843532,55,0
2023-08-24_16-03-39-821,2.281263,34,31,16.69771143,55,0
2023-08-24_16-03-40-837,4.118997,35,31,13.8966911,55,0
2023-08-24_16-03-41-858,3.213561,35,31,12.72236213,55,0
2023-08-24_16-03-42-874,2.995441,35,31,14.17150621,55,0
2023-08-24_16-03-43-891,3.816657,33,31,13.89544269,55,0
2023-08-24_16-03-44-910,2.660601,39,31,13.29193166,55,0
2023-08-24_16-03-45-930,3.525911,39,31,13.29193166,55,0
2023-08-24_16-03-46-948,2.720834,35,31,13.03576062,55,0
2023-08-24_16-03-47-965,4.230103,35,31,13.44468983,55,0
2023-08-24_16-03-48-981,3.723028,34,31,13.96992731,55,0
2023-08-24_16-03-50-000,2.514543,43,31,20.13559921,55,0
2023-08-24_16-03-51-017,2.883274,35,31,15.44732649,55,0
2023-08-24_16-03-52-038,8.046185,36,31,16.82823287,55,0
2023-08-24_16-03-53-064,4.546014,35,31,14.57398095,55,0
2023-08-24_16-03-54-081,1.831143,35,31,15.6559424,55,0
2023-08-24_16-03-55-099,3.465837,35,31,13.09435314,55,0
